,company,listing_data,offering_price,starting_price,label,closing_price,stock_market,company_size,sales,profit_before_tax,income,capital,offering_number,par_value,old_sales_ratio,general_competition_rate,offering_price_total,subscription_limit,offering_date,ownership_ratio,institutional_ratio,subscription_margin_rate,institutional_competition_rate,obligatory,desired_offering_price_min,desired_offering_price_max,desired_offering_price,manager,manager_rank,topic,topic_per,each_topic_per
15,유안타스팩12호,2023-03-17,2000,1997,0,1998,코스닥,중소일반,0,0,0,477,4500000,100,0.0,1.53,9000,55000,2023-03-08,0.0,75.0,100%,118.23,2.56,2000,2000,1,유안타,10.0,2,0.8766,"[(0, 0.034192193), (1, 0.027420096), (2, 0.8765755), (3, 0.032530528), (4, 0.029281689)]"
16,미래에셋드림스팩1호,2023-03-15,10000,9370,0,9410,코스닥,중소일반,0,0,0,3840,7000000,500,0.0,0.45,70000,85000,2023-03-07,0.0,75.0,100%,63.11,1.58,10000,10000,1,미래에셋,1.0,0,0.8429,"[(0, 0.84294015), (1, 0.03832178), (2, 0.032352347), (3, 0.045463275), (4, 0.04092244)]"
17,금양그린파워,2023-03-13,10000,19000,0,16200,코스닥,중소일반,152026,4968,3866,6059,3007320,500,0.0,1312.1,30073,37000,2023-03-03,0.0,75.0,50%,1613.16,18.19,6700,8000,2,삼성,3.0,2,0.5931,"[(0, 0.03421333), (1, 0.027423408), (2, 0.59312683), (3, 0.032530546), (4, 0.31270593)]"
18,NH스팩28호,2023-03-09,2000,2100,0,2100,코스닥,중소일반,0,0,0,392,3400000,100,0.0,374.56,6800,85000,2023-02-28,0.0,75.0,100%,687.65,6.4,2000,2000,1,NH,4.0,2,0.8766,"[(0, 0.034192193), (1, 0.027420096), (2, 0.8765755), (3, 0.032530528), (4, 0.029281689)]"
19,자람테크놀로지,2023-03-07,22000,44000,1,42700,코스닥,중소일반,14324,1062,1170,3098,930000,500,0.0,1030.65,20460,21000,2023-02-23,7.5,75.0,50%,1702.43,11.42,16000,20000,2,신영,12.0,4,0.7279,"[(0, 0.079316005), (1, 0.06361305), (2, 0.05370358), (3, 0.075467736), (4, 0.7278996)]"
20,하나스팩26호,2023-03-07,2000,2000,0,1999,코스닥,중소일반,0,0,0,603,5500000,100,0.0,75.97,11000,100000,2023-02-23,0.0,75.0,100%,656.25,0.0,2000,2000,1,하나,8.0,2,0.8766,"[(0, 0.034192685), (1, 0.027420096), (2, 0.87657493), (3, 0.03253053), (4, 0.029281728)]"
21,나노팀,2023-03-03,13000,26000,1,29800,코스닥,중소일반,27044,4859,4521,9577,2050000,500,0.0,1637.43,26650,17000,2023-02-21,0.0,75.0,50%,1723.21,25.64,11500,13000,1,한국,2.0,4,0.8827,"[(0, 0.03419365), (1, 0.027420143), (2, 0.023148706), (3, 0.032530054), (4, 0.8827075)]"
22,삼성스팩8호,2023-03-02,10000,10100,0,9980,코스닥,중소일반,0,0,0,2332,4000000,500,0.0,170.79,40000,50000,2023-02-21,0.0,75.0,100%,992.31,4.33,10000,10000,1,삼성,3.0,2,0.8766,"[(0, 0.034192473), (1, 0.027420096), (2, 0.8765752), (3, 0.03253053), (4, 0.029281743)]"
23,바이오인프라,2023-03-02,21000,42000,1,29400,코스닥,중소일반,30555,7099,6234,2398,650000,500,0.0,1034.74,13650,16250,2023-02-21,0.0,75.0,50%,1594.95,0.0,18000,21000,1,DB,15.0,1,0.8809,"[(0, 0.034188744), (1, 0.88085175), (2, 0.02314865), (3, 0.032529972), (4, 0.029280907)]"
24,유안타스팩13호,2023-02-28,2000,2010,0,1999,코스닥,중소일반,0,0,0,973,8500000,100,0.0,16.36,17000,105000,2023-02-17,0.0,75.0,100%,249.34,14.03,2000,2000,1,유안타,10.0,2,0.8766,"[(0, 0.034192514), (1, 0.027420094), (2, 0.8765751), (3, 0.032530528), (4, 0.029281732)]"
25,미래에셋비전스팩2호,2023-02-24,2000,4000,1,2800,코스닥,중소일반,0,0,0,0,4650000,100,0.0,253.85,9300,55000,2023-02-15,0.0,75.0,100%,525.89,2.47,2000,2000,1,미래에셋,1.0,0,0.8429,"[(0, 0.84294015), (1, 0.03832178), (2, 0.032352347), (3, 0.045463275), (4, 0.04092244)]"
26,이노진,2023-02-20,3000,6000,1,7800,코스닥,중소일반,9385,2436,2258,1203,2600000,100,0.0,1643.88,7800,30000,2023-02-10,0.0,75.0,50%,1603.33,6.36,2500,3000,1,IBK,16.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420435), (2, 0.023148762), (3, 0.032529984), (4, 0.029281953)]"
27,제이오,2023-02-16,13000,19900,0,21500,코스닥,중소일반,78703,-15143,-14605,3133,4000000,100,0.0,142.47,52000,30000,2023-02-08,15.0,60.0,50%,352.61,4.33,10000,13000,1,한국,2.0,0,0.9284,"[(0, 0.92836803), (1, 0.017477013), (2, 0.014755234), (3, 0.020734986), (4, 0.01866473)]"
28,샌즈랩,2023-02-15,10500,21000,1,24900,코스닥,중소일반,5414,546,734,1509,3700000,100,18.92,868.07,38850,50000,2023-02-07,0.0,75.0,50%,1325.79,1.41,8500,10500,1,키움,7.0,3,0.886,"[(0, 0.03418873), (1, 0.027420064), (2, 0.023148708), (3, 0.8859616), (4, 0.029280894)]"
29,꿈비,2023-02-09,5000,10000,1,13000,코스닥,중소일반,20851,2240,1808,793,2000000,100,12.5,1772.59,10000,30000,2023-02-01,5.0,70.0,50%,1547.13,12.24,4000,4500,2,키움,7.0,0,0.2333,"[(0, 0.23326142), (1, 0.18708047), (2, 0.1579376), (3, 0.22194403), (4, 0.19977646)]"
30,스튜디오미르,2023-02-07,19500,39000,1,50700,코스닥,중소일반,14390,2089,2111,515,1000000,100,20.0,1592.89,19500,12500,2023-01-27,10.0,75.0,50%,1701.62,16.45,15300,19500,1,미래에셋,1.0,4,0.9367,"[(0, 0.018446282), (1, 0.014794291), (2, 0.012489675), (3, 0.017551301), (4, 0.93671846)]"
31,삼기이브이,2023-02-03,11000,22000,1,26850,코스닥,중소일반,116861,2131,-216,1429,3552037,100,40.0,117.63,39072,88000,2023-01-26,0.0,75.0,50%,37.51,0.45,13800,16500,0,대신,9.0,1,0.8809,"[(0, 0.034188855), (1, 0.8808513), (2, 0.023148755), (3, 0.03253007), (4, 0.02928099)]"
32,오브젠,2023-01-30,18000,36000,1,46800,코스닥,중소일반,20075,-3245,-3245,1939,775956,500,0.0,5.97,13967,6000,2023-01-17,5.0,70.0,50%,98.49,2.22,18000,24000,1,한국,2.0,3,0.886,"[(0, 0.03418873), (1, 0.027420064), (2, 0.023148706), (3, 0.8859616), (4, 0.029280894)]"
33,미래반도체,2023-01-27,6000,12000,1,0,코스닥,중소일반,328046,18903,14766,1443,3600000,100,0.0,938.26,21600,30000,2023-01-17,0.0,75.0,50%,1576.56,3.95,5300,6000,1,신한,6.0,0,0.9125,"[(0, 0.91250324), (1, 0.021348052), (2, 0.0180221), (3, 0.025325753), (4, 0.022800863)]"
34,한주라이트메탈(구.한주금속),2023-01-19,3100,4115,0,5340,코스닥,중소일반,189024,4921,4031,10417,6500000,500,0.0,565.18,20150,0,2023-01-11,0.0,75.0,50%,998.9,3.9,2700,3100,1,미래에셋,1.0,0,0.9125,"[(0, 0.9124972), (1, 0.021348242), (2, 0.018022092), (3, 0.02532987), (4, 0.02280258)]"
35,티이엠씨,2023-01-19,28000,27950,0,28100,코스닥,중소일반,88324,12235,10386,5311,2200000,500,0.0,0.81,61600,27500,2023-01-11,3.55,71.45,50%,31.33,0.42,32000,38000,0,그외,17.0,2,0.8275,"[(0, 0.047781754), (1, 0.03832193), (2, 0.8274797), (3, 0.04549398), (4, 0.040922605)]"
36,신영스팩9호,2022-12-27,2000,1985,0,1985,코스닥,중소일반,0,0,0,0,5150000,100,0.0,0.64,10300,126000,2022-12-16,0.0,75.0,100%,10.09,9.9,2000,2000,1,신영,12.0,2,0.8766,"[(0, 0.034192387), (1, 0.027420098), (2, 0.8765753), (3, 0.03253053), (4, 0.029281713)]"
37,바이오노트,2022-12-22,9000,9980,0,10650,거래소,중소일반,622355,865667,671556,50938,13000000,500,20.0,14.61,117000,56000,2022-12-14,20.0,75.0,50%,3.29,2.77,18000,22000,0,NH,4.0,0,0.9394,"[(0, 0.93936336), (1, 0.014794326), (2, 0.012489671), (3, 0.017553966), (4, 0.01579865)]"
38,비엔케이스팩1호,2022-12-22,2000,1980,0,1985,코스닥,중소일반,0,0,0,431,4000000,100,0.0,0.29,8000,100000,2022-12-13,0.0,75.0,100%,2.108,0.0,2000,2000,1,그외,17.0,2,0.8766,"[(0, 0.03419254), (1, 0.027420094), (2, 0.8765751), (3, 0.032530528), (4, 0.029281724)]"
39,IBKS스팩21호,2022-12-16,2000,2015,0,2000,코스닥,중소일반,0,0,0,0,4000000,100,0.0,0.95,8000,100000,2022-12-07,0.0,75.0,100%,14.73,0.0,2000,2000,1,IBK,16.0,2,0.8766,"[(0, 0.03419242), (1, 0.027420098), (2, 0.87657523), (3, 0.03253053), (4, 0.029281726)]"
40,NH스팩27호,2022-12-16,2000,1990,0,1980,코스닥,중소일반,0,0,0,0,6500000,100,0.0,0.58,13000,162500,2022-12-07,0.0,75.0,100%,4.01,0.76,2000,2000,1,NH,4.0,2,0.8766,"[(0, 0.034192562), (1, 0.027420096), (2, 0.8765751), (3, 0.03253053), (4, 0.029281715)]"
41,에스에이엠지엔터테인먼트,2022-12-06,17000,18050,0,23450,코스닥,중소일반,38374,-11087,-11087,4295,1750000,500,0.0,6.9,29750,437500,2022-11-25,3.0,75.0,50%,44.73,0.05,21600,26700,0,NH,4.0,4,0.9367,"[(0, 0.018446282), (1, 0.014794291), (2, 0.012489675), (3, 0.017551301), (4, 0.93671846)]"
42,NH스팩26호,2022-12-01,2000,1995,0,1980,코스닥,중소일반,0,0,0,130,7500000,100,0.0,3.46,15000,0,2022-11-22,0.0,75.0,100%,101.35,4.93,2000,2000,1,NH,4.0,2,0.8766,"[(0, 0.034192562), (1, 0.027420096), (2, 0.8765751), (3, 0.03253053), (4, 0.029281743)]"
43,유진스팩9호,2022-12-01,2000,2000,0,1985,코스닥,중소일반,0,0,0,21,3250000,100,0.0,8.01,6500,80000,2022-11-23,0.0,75.0,100%,112.3,2.67,2000,2000,1,유진,14.0,2,0.8766,"[(0, 0.03419238), (1, 0.027420096), (2, 0.87657523), (3, 0.03253053), (4, 0.029281763)]"
44,대신밸런스스팩13호,2022-11-28,2000,2000,0,2000,코스닥,중소일반,0,0,0,564,5000000,100,0.0,7.98,10000,125000,2022-11-18,0.0,75.0,100%,173.27,15.0,2000,2000,1,대신,9.0,2,0.8766,"[(0, 0.034192193), (1, 0.027420096), (2, 0.8765755), (3, 0.032530528), (4, 0.029281689)]"
45,펨트론,2022-11-24,8000,9820,0,9210,코스닥,중소일반,57871,3973,4499,5322,1100000,500,0.0,14.59,8800,13000,2022-11-16,4.55,75.0,50%,129.06,11.41,10000,11000,0,하나,8.0,0,0.8876,"[(0, 0.8876129), (1, 0.027420213), (2, 0.023149977), (3, 0.03253012), (4, 0.02928681)]"
46,인벤티지랩,2022-11-22,12000,12750,0,14950,코스닥,중소일반,1862,-9271,-9271,4102,1300000,500,0.0,5.99,15600,325000,2022-11-14,3.7,71.3,50%,14.37,0.0,19000,26000,0,한국,2.0,3,0.7354,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.7354373), (4, 0.06793008)]"
47,엔젯,2022-11-18,10000,9000,0,10850,코스닥,중소일반,10055,-29408,-29867,5258,2100000,500,0.0,1.86,21000,26000,2022-11-10,0.0,75.0,50%,42.15,6.0,12000,15200,0,미래에셋,1.0,4,0.9087,"[(0, 0.026616983), (1, 0.021347353), (2, 0.018021919), (3, 0.025325567), (4, 0.90868825)]"
48,유비온,2022-11-18,2000,1850,0,1745,코스닥,중소일반,28067,1440,1441,1971,2760000,100,0.0,57.8,5520,34000,2022-11-09,20.0,75.0,50%,736.72,1.11,1800,2000,1,미래에셋,1.0,2,0.8765,"[(0, 0.03424976), (1, 0.027420115), (2, 0.87651783), (3, 0.03253055), (4, 0.02928171)]"
49,티쓰리엔터테인먼트,2022-11-17,1700,2445,0,2085,코스닥,중소일반,68666,13827,10106,6558,17000000,100,0.0,1384.3,28900,212500,2022-11-08,10.29,75.0,50%,1744.08,4.03,1500,1700,1,미래에셋,1.0,3,0.886,"[(0, 0.03418873), (1, 0.027420064), (2, 0.02314871), (3, 0.8859616), (4, 0.029280894)]"
50,티에프이,2022-11-17,10500,10000,0,9260,코스닥,중소일반,71969,11952,9849,1138,2700000,100,14.81,87.78,28350,30000,2022-11-09,10.0,65.0,50%,1295.18,5.3,9000,10500,1,IBK,16.0,1,0.7236,"[(0, 0.07931586), (1, 0.72358304), (2, 0.0537035), (3, 0.07546761), (4, 0.06792997)]"
51,윤성에프앤씨,2022-11-14,49000,44100,0,40450,코스닥,중소일반,75894,-2693,-2915,797,1994762,100,15.0,1.73,97743,24500,2022-11-03,5.0,70.0,50%,67.49,0.14,53000,62000,0,미래에셋,1.0,4,0.8826,"[(0, 0.034279604), (1, 0.027421845), (2, 0.023148911), (3, 0.032530367), (4, 0.88261926)]"
52,디티앤씨알오,2022-11-11,17000,15700,0,13850,코스닥,중소일반,32749,4356,4328,2436,1400000,500,0.0,5.73,23800,22000,2022-11-03,3.0,75.0,50%,74.53,0.0,22000,25000,0,키움,7.0,1,0.8809,"[(0, 0.034188744), (1, 0.88085175), (2, 0.02314865), (3, 0.032529972), (4, 0.029280907)]"
53,뉴로메카,2022-11-04,16900,24250,0,21050,코스닥,중소일반,7333,-6668,-6668,5029,1500000,500,0.0,1181.88,25350,19000,2022-10-27,15.0,75.0,50%,1652.13,7.6,14000,16900,1,대신,9.0,4,0.8827,"[(0, 0.034188744), (1, 0.027420077), (2, 0.02314865), (3, 0.032529972), (4, 0.88271254)]"
54,제이아이테크,2022-11-04,16000,14400,0,11900,코스닥,중소일반,20498,6129,4739,819,1728870,100,5.78,29.59,27662,21500,2022-10-27,0.0,75.0,50%,616.71,0.55,13000,16000,1,미래에셋,1.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420435), (2, 0.023148762), (3, 0.032529984), (4, 0.029281953)]"
55,KB스팩23호,2022-11-03,2000,1945,0,1940,코스닥,중소일반,0,0,0,612,6000000,100,0.0,48.57,12000,50000,2022-10-25,100.0,75.0,100%,1112.3,17.41,2000,2000,1,KB,5.0,2,0.8766,"[(0, 0.034192458), (1, 0.027420096), (2, 0.8765752), (3, 0.03253053), (4, 0.029281741)]"
56,큐알티,2022-11-02,44000,43000,0,38350,코스닥,중소일반,71905,16108,12486,1992,990500,500,0.0,7.44,43582,12000,2022-10-25,0.0,75.0,50%,86.0,0.21,51400,62900,0,미래에셋,1.0,0,0.9284,"[(0, 0.92836934), (1, 0.017476767), (2, 0.014754944), (3, 0.020734677), (4, 0.01866424)]"
57,교보스팩13호,2022-11-02,2000,2000,0,1975,코스닥,중소일반,0,0,0,405,3800000,100,0.0,21.84,7600,46000,2022-10-25,0.0,75.0,100%,936.7,0.0,2000,2000,1,교보,11.0,0,0.8429,"[(0, 0.84294015), (1, 0.03832178), (2, 0.032352347), (3, 0.045463275), (4, 0.04092244)]"
58,IBKS스팩20호,2022-10-28,2000,2020,0,2010,코스닥,중소일반,0,0,0,431,4000000,100,0.0,70.54,8000,0,2022-10-19,0.0,75.0,100%,1116.94,0.0,2000,2000,1,IBK,16.0,2,0.8766,"[(0, 0.034192193), (1, 0.027420096), (2, 0.8765755), (3, 0.032530528), (4, 0.029281689)]"
59,저스템,2022-10-28,10500,11000,0,12400,코스닥,중소일반,44827,6621,5732,2585,1720000,500,0.0,82.63,18060,21000,2022-10-20,0.0,75.0,50%,283.4,13.76,9500,11500,1,미래에셋,1.0,4,0.7279,"[(0, 0.079316005), (1, 0.06361305), (2, 0.05370358), (3, 0.075467736), (4, 0.7278996)]"
60,산돌,2022-10-27,18800,24150,0,20850,코스닥,중소벤쳐,12025,767,432,3835,1490000,500,0.0,113.53,28012,12000,2022-10-19,4.0,71.0,50%,462.19,10.4,16000,18800,1,KB,5.0,3,0.886,"[(0, 0.03418873), (1, 0.027420064), (2, 0.023148708), (3, 0.8859616), (4, 0.029280894)]"
61,삼성스팩7호,2022-10-26,10000,17150,0,14100,코스닥,중소일반,0,0,0,1751,3000000,500,0.0,430.03,30000,37500,2022-10-18,0.0,75.0,100%,1150.94,28.47,10000,10000,1,삼성,3.0,2,0.8766,"[(0, 0.034192484), (1, 0.027420096), (2, 0.8765751), (3, 0.03253053), (4, 0.029281786)]"
62,플라즈맵,2022-10-21,7000,8420,0,6700,코스닥,중소일반,6349,-21682,-21682,8853,1771000,500,0.0,2.76,12397,22000,2022-10-13,10.0,65.0,50%,39.78,1.91,9000,11000,0,미래에셋,1.0,0,0.8429,"[(0, 0.84294015), (1, 0.038321804), (2, 0.032352366), (3, 0.045463294), (4, 0.040922422)]"
63,한국스팩11호,2022-10-20,2000,2045,0,2035,코스닥,중소일반,0,0,0,602,5000000,100,0.0,140.66,10000,40000,2022-10-12,0.0,75.0,100%,1194.35,20.26,2000,2000,1,한국,2.0,2,0.8766,"[(0, 0.034192536), (1, 0.027420096), (2, 0.8765751), (3, 0.03253053), (4, 0.029281735)]"
64,하나금융스팩25호,2022-10-20,10000,9900,0,9760,코스닥,중소일반,0,0,0,2151,4000000,500,0.0,18.3,40000,80000,2022-10-12,0.0,75.0,100%,831.53,0.0,10000,10000,1,하나,8.0,2,0.8766,"[(0, 0.03419256), (1, 0.027420098), (2, 0.8765751), (3, 0.03253053), (4, 0.029281741)]"
65,핀텔,2022-10-20,8900,15300,0,10850,코스닥,중소일반,4886,-24,-24,4978,2000000,500,0.0,6.42,17800,25000,2022-10-12,5.0,75.0,50%,558.92,8.74,7500,8900,1,대신,9.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.023148708), (3, 0.8859616), (4, 0.029280895)]"
66,샤페론,2022-10-19,5000,9000,0,8630,코스닥,중소일반,0,-26655,-26543,11115,2747000,500,0.0,9.39,13735,27200,2022-10-07,0.0,75.0,50%,26.0,5.47,8200,10200,0,NH,4.0,3,0.9273,"[(0, 0.021798242), (1, 0.017476704), (2, 0.014754352), (3, 0.92730796), (4, 0.018662738)]"
67,탑머티리얼,2022-10-18,30000,33500,0,37000,코스닥,중소일반,31904,4661,4284,3992,2000000,500,0.0,11.95,60000,16000,2022-10-05,5.0,65.0,50%,451.49,30.96,27000,30000,1,한국,2.0,0,0.8429,"[(0, 0.84293956), (1, 0.038321987), (2, 0.032352284), (3, 0.045463536), (4, 0.04092266)]"
68,에스비비테크,2022-10-17,12400,23900,0,31050,코스닥,중소일반,6779,-2817,-2816,2972,1800000,500,33.33,1657.6,22320,22500,2022-10-06,0.0,75.0,50%,1644.01,32.54,10100,12400,1,미래에셋,1.0,4,0.8827,"[(0, 0.034192976), (1, 0.02742014), (2, 0.023148704), (3, 0.032530054), (4, 0.8827081)]"
69,오에스피,2022-10-14,8400,10850,0,10050,코스닥,중소일반,15695,3741,2876,4673,2056000,500,0.0,1018.61,17270,25000,2022-10-05,0.0,75.0,50%,1582.84,4.66,6300,8400,1,대신,9.0,0,0.8876,"[(0, 0.88761437), (1, 0.027420757), (2, 0.02314921), (3, 0.032534048), (4, 0.029281639)]"
70,이노룰스,2022-10-07,12500,13150,0,15850,코스닥,중소일반,16405,3148,2833,2570,1154744,500,11.55,781.31,14434,11200,2022-09-28,5.0,75.0,50%,1495.69,6.02,11000,12500,1,NH,4.0,3,0.886,"[(0, 0.034188736), (1, 0.027420068), (2, 0.02314871), (3, 0.8859616), (4, 0.029280897)]"
71,모델솔루션,2022-10-07,27000,29500,0,30900,코스닥,중소일반,60079,9147,7086,3198,1000000,500,0.0,1514.8,27000,8000,2022-09-27,2.56,75.0,50%,1725.78,8.12,24000,27000,1,KB,5.0,4,0.8827,"[(0, 0.034188744), (1, 0.027420074), (2, 0.02314865), (3, 0.032529972), (4, 0.88271254)]"
72,유안타스팩10호,2022-10-06,2000,2050,0,2065,코스닥,중소일반,0,0,0,573,5500000,100,0.0,51.18,11000,1375000,2022-09-26,0.0,75.0,100%,1123.02,0.0,2000,2000,1,유안타,10.0,2,0.8766,"[(0, 0.034192193), (1, 0.027420096), (2, 0.8765755), (3, 0.032530528), (4, 0.029281689)]"
73,SK증권스팩8호,2022-10-06,2000,2120,0,2140,코스닥,중소일반,0,0,0,372,3500000,100,0.0,240.08,7000,87500,2022-09-27,0.0,75.0,100%,1067.0,25.31,2000,2000,1,그외,17.0,0,0.8429,"[(0, 0.84294015), (1, 0.038321782), (2, 0.03235235), (3, 0.04546328), (4, 0.040922444)]"
74,선바이오,2022-10-05,11000,12050,0,10600,코스닥,중소일반,5459,1202,1202,6156,616000,500,0.0,186.28,6776,7500,2022-09-23,0.0,75.0,50%,31.93,4.18,14000,16000,0,하나,8.0,3,0.7354,"[(0, 0.079316), (1, 0.06361305), (2, 0.053703576), (3, 0.73543733), (4, 0.06793007)]"
75,더블유씨피,2022-09-30,60000,54000,0,41700,코스닥,중소일반,111875,-44279,-31178,16848,9000000,500,18.44,7.25,540000,30000,2022-09-21,0.0,75.0,50%,33.28,4.24,80000,100000,0,삼성,3.0,0,0.8429,"[(0, 0.84293956), (1, 0.038321987), (2, 0.032352284), (3, 0.045463536), (4, 0.04092266)]"
76,알피바이오,2022-09-29,13000,19300,0,18300,코스닥,중소일반,97923,4209,4616,4039,1200000,500,0.0,1518.2,15600,10000,2022-09-21,4.2,70.8,50%,1556.04,11.12,10000,13000,1,한국,2.0,3,0.7354,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.7354373), (4, 0.06793008)]"
77,오픈엣지테크놀로지,2022-09-26,10000,10800,0,10050,코스닥,중소일반,5186,-14524,-14608,2087,3636641,100,14.76,78.17,36366,1000,2022-09-16,6.5,68.5,50%,44.25,15.85,15000,18000,0,삼성,3.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.02314871), (3, 0.8859616), (4, 0.029280895)]"
78,대성하이텍,2022-08-22,9000,13000,0,14600,코스닥,중소일반,112579,9214,7412,1057,3322560,100,21.75,1136.4,29903,27000,2022-08-10,14.0,75.0,50%,1934.89,4.57,7400,9000,1,신한,6.0,4,0.8827,"[(0, 0.034188744), (1, 0.027420074), (2, 0.02314865), (3, 0.032529972), (4, 0.88271254)]"
79,쏘카,2022-08-22,28000,28000,0,26300,거래소,중소일반,261824,67745,-67745,3272,3640000,100,0.0,14.4,101920,31000,2022-08-11,20.0,75.0,50%,56.07,0.17,34000,45000,0,미래에셋,1.0,0,0.6026,"[(0, 0.6025891), (1, 0.31243932), (2, 0.02314902), (3, 0.032530535), (4, 0.029292036)]"
80,에이치와이티씨,2022-08-09,15000,14700,0,15850,코스닥,중소일반,35745,7530,7479,3874,2260000,500,0.0,432.58,33900,27000,2022-07-29,0.0,75.0,50%,1480.78,6.08,13000,15000,1,신영,12.0,0,0.9125,"[(0, 0.91249704), (1, 0.02134824), (2, 0.01802209), (3, 0.025329867), (4, 0.022802765)]"
81,새빗켐,2022-08-04,35000,70000,1,72500,코스닥,중소일반,33389,5237,4423,2377,1070000,500,15.89,1724.96,37450,8000,2022-07-27,0.7,74.3,50%,1670.9,37.7,25000,30000,2,한국,2.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420437), (2, 0.023148764), (3, 0.032529984), (4, 0.029281957)]"
82,수산인더스트리,2022-08-01,35000,33000,0,32500,거래소,중소일반,294111,67024,53318,2000,5715000,200,25.0,3.4,200025,65000,2022-07-21,20.0,75.0,50%,130.37,18.94,35000,43100,1,미래에셋,1.0,1,0.9072,"[(0, 0.026617412), (1, 0.9072367), (2, 0.018022448), (3, 0.025325965), (4, 0.022797463)]"
83,아이씨에이치,2022-07-29,34000,30600,0,27000,코스닥,중소일반,24167,2706,2428,2832,1180000,500,12.29,2.51,40120,14000,2022-07-20,0.0,75.0,50%,57.28,12.47,34000,44000,1,삼성,3.0,1,0.7236,"[(0, 0.07931586), (1, 0.72358304), (2, 0.0537035), (3, 0.07546761), (4, 0.06792997)]"
84,성일하이텍,2022-07-28,50000,99900,0,88200,코스닥,중소일반,65939,-10813,-2998,5947,2670000,500,0.0,1207.1,133500,10000,2022-07-19,20.0,75.0,50%,2269.68,38.66,40700,47500,2,삼성,3.0,2,0.8275,"[(0, 0.047781754), (1, 0.03832193), (2, 0.82747906), (3, 0.045494672), (4, 0.040922605)]"
85,에이프릴바이오,2022-07-28,16000,19500,0,21850,코스닥,중소일반,0,-10344,-10220,10514,1620000,1000,0.0,4.76,25920,16000,2022-07-20,0.0,75.0,50%,14.43,10.66,20000,23000,0,NH,4.0,1,0.8809,"[(0, 0.03418874), (1, 0.88085175), (2, 0.023148648), (3, 0.03252997), (4, 0.029280903)]"
86,루닛,2022-07-21,30000,30800,0,40000,코스닥,중소일반,1430,-83739,-83739,6078,1214300,500,0.0,8.99,36429,12000,2022-07-13,7.0,75.0,50%,7.1,1.65,44000,49000,0,NH,4.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.023148715), (3, 0.8859616), (4, 0.029280895)]"
87,에이치피에스피,2022-07-15,25000,50000,1,43250,코스닥,중소일반,61174,23462,17658,9874,3000000,500,0.0,1159.05,75000,30000,2022-07-07,12.2,62.8,50%,1511.36,42.54,23000,25000,1,NH,4.0,4,0.8827,"[(0, 0.034188744), (1, 0.027420074), (2, 0.02314865), (3, 0.032529972), (4, 0.88271254)]"
88,영창케미칼,2022-07-14,18600,18400,0,16450,코스닥,중소일반,60760,2049,2506,10110,2400000,1000,16.67,682.13,44640,30000,2022-07-05,0.0,75.0,50%,1616.27,5.92,15000,18600,1,하나,8.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420435), (2, 0.023148762), (3, 0.032529984), (4, 0.029281953)]"
89,코난테크놀로지,2022-07-07,25000,35300,0,30600,코스닥,중소일반,14001,1495,1488,2840,1200000,500,0.0,1386.86,30000,10000,2022-06-28,5.0,70.0,50%,1482.6,7.07,21000,25000,1,한국,2.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.023148725), (3, 0.8859616), (4, 0.029280895)]"
90,넥스트칩,2022-07-01,13000,17150,0,14300,코스닥,중소일반,10383,-13496,-13496,8692,2600000,500,0.0,1727.38,33800,30000,2022-06-22,0.0,75.0,50%,1623.41,11.58,9900,11600,2,대신,9.0,4,0.7279,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.07546774), (4, 0.7278996)]"
91,보로노이,2022-06-24,40000,36000,0,29350,코스닥,중소일반,6180,-27054,-26491,6319,1300000,500,0.0,5.57,52000,7000,2022-06-15,0.0,75.0,50%,28.35,0.0,40000,46000,1,미래에셋,1.0,1,0.8809,"[(0, 0.034188744), (1, 0.88085175), (2, 0.02314865), (3, 0.032529972), (4, 0.029280907)]"
92,레이저쎌,2022-06-24,16000,20600,0,17350,코스닥,중소일반,3879,-7665,-7665,4212,1600000,500,0.0,1845.11,25600,20000,2022-06-15,0.0,75.0,50%,1442.95,12.43,12000,14000,2,삼성,3.0,4,0.8827,"[(0, 0.034188744), (1, 0.027420077), (2, 0.02314865), (3, 0.032529972), (4, 0.88271254)]"
93,위니아에이드,2022-06-23,16200,14600,0,11000,코스닥,중소일반,418527,32253,24895,7696,5366087,500,0.0,111.26,86931,44000,2022-06-15,5.0,75.0,50%,955.0,1.39,14200,16200,1,신한,6.0,0,0.9125,"[(0, 0.9125038), (1, 0.021347383), (2, 0.018022941), (3, 0.025327163), (4, 0.02279868)]"
